QuizID,Category,Subtopic,Title,Level,DurationSeconds,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer
355016,Arts & Humanities,Cultural Studies,Cultural Studies - Medium Level Challenge,Medium,900,Who is the author of the famous play 'A Midsummer Night's Dream'?,Christopher Marlowe,William Shakespeare,Ben Jonson,John Webster,William Shakespeare
355016,Arts & Humanities,Cultural Studies,Cultural Studies - Medium Level Challenge,Medium,900,What is the name of the famous museum in Paris that houses the Mona Lisa?,The Louvre,The Musée d'Orsay,The Centre Pompidou,The Musée Rodin,The Louvre
355016,Arts & Humanities,Cultural Studies,Cultural Studies - Medium Level Challenge,Medium,900,Who composed the famous musical piece 'Clair de Lune'?,Wolfgang Amadeus Mozart,Ludwig van Beethoven,Claude Debussy,Frédéric Chopin,Claude Debussy
355016,Arts & Humanities,Cultural Studies,Cultural Studies - Medium Level Challenge,Medium,900,What is the name of the ancient Greek goddess of wisdom?,Athena,Aphrodite,Artemis,Hera,Athena
355016,Arts & Humanities,Cultural Studies,Cultural Studies - Medium Level Challenge,Medium,900,Who wrote the famous novel 'Pride and Prejudice'?,Jane Eyre,Mary Shelley,Jane Austen,The Brontë Sisters,Jane Austen
355016,Arts & Humanities,Cultural Studies,Cultural Studies - Medium Level Challenge,Medium,900,What style of dance is characterized by its use of pointe shoes?,Ballet,Modern,Jazz,Tap,Ballet
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,Which painting was not made by Vincent Van Gogh?,Bedroom In Arles,Starry Night,The Ninth Wave,Café Terrace at Night,The Ninth Wave
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,What is the world's oldest known piece of fiction?,Rosetta Stone,Epic of Gilgamesh,Code of Hammurabi,Papyrus of Ani,Epic of Gilgamesh
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,"Who painted ""The Starry Night""?",Edvard Munch,Claude Monet,Pablo Picasso,Vincent van Gogh,Vincent van Gogh
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600, What color is produced by mixing black and white?,White,Grey,Brown,Black,Grey
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,Who painted the biblical fresco The Creation of Adam?,Rembrandt,Caravaggio,Leonardo da Vinci,Michelangelo,Michelangelo
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,Who painted the Mona Lisa?,Leonardo da Vinci ,Michelangelo, Vincent van Gogh,Pablo Picasso,Leonardo da Vinci 
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,"Who painted ""Swans Reflecting Elephants"", ""Sleep"", and ""The Persistence of Memory""?",Edgar Degas,Vincent van Gogh,Salvador Dali,Jackson Pollock,Salvador Dali
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,What is a fundamental element of the Gothic style of architecture?,façades surmounted by a pediment ,internal frescoes,coffered ceilings,pointed arch,pointed arch
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,Who painted The Starry Night?,Pablo Picasso,Vincent van Gogh,Michelangelo,Leonardo da Vinci,Vincent van Gogh
770873,Arts & Humanities,Fine Arts,Fine Arts - Easy Level Challenge,Easy,600,Who painted the Mona Lisa?,Pablo Picasso,Claude Monet,Leonardo da Vinci,Vincent van Gogh,Leonardo da Vinci
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,Albrecht Dürer's birthplace and place of death were in...,Bamberg,Berlin,Augsburg,Nürnberg,Nürnberg
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,"The painting ""The Starry Night"" by Vincent van Gogh was part of which art movement?",Impressionism,Neoclassical,Post-Impressionism,Romanticism,Post-Impressionism
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,Which of these is not an additional variation of the color purple?,Byzantium,Kobicha,Palatinate,Pomp and Power,Kobicha
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,What was the major distinction between the English and French Gothic styles of architecture?,Pinnacles,Fan vaulting,Gargoyles,Hemispherical Domes,Fan vaulting
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,What year was the Mona Lisa finished?,1504,1511,1487,1523,1504
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,Painter Piet Mondrian (1872 - 1944) was a part of what movement?,Impressionism,Neoplasticism,Precisionism,Cubism,Neoplasticism
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,What French sculptor designed the Statue of Liberty? ,Frédéric Auguste Bartholdi,Jean-Léon Gérôme,Henri Matisse,Auguste Rodin,Frédéric Auguste Bartholdi
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,"What year did Albrecht Dürer create the painting ""The Young Hare""?",1702,1402,1502,1602,1502
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,"How many paint and pastel versions of ""The Scream"" is Norwegian painter Edvard Munch believed to have produced?",4,2,3,1,4
557977,Arts & Humanities,Fine Arts,Fine Arts - Hard Level Challenge,Hard,1200,What was the first successful and commercially viable photographic technique?,Kodachrome film,The Turin Shroud,Collodion process,The Daguerreotype,The Daguerreotype
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,Which artist is famous for his painting 'The Starry Night'?,Leonardo da Vinci,Vincent van Gogh,Claude Monet,Pablo Picasso,Vincent van Gogh
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,What is the name of the famous sculpture that depicts a woman with no arms?,The Thinker,The Venus de Milo,The Mona Lisa,The Sistine Chapel,The Venus de Milo
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,Who is the author of the famous painting 'The Scream'?,Pablo Picasso,Edvard Munch,Salvador Dali,Claude Monet,Edvard Munch
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,What style of art is characterized by its use of small dots of color?,Impressionism,Pointillism,Cubism,Surrealism,Pointillism
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,Who is the famous artist behind the painting 'Guernica'?,Francisco Goya,Joan Miro,Salvador Dali,Pablo Picasso,Pablo Picasso
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,What is the name of the art movement that emerged in the 1950s and is characterized by its use of everyday objects?,Pop Art,Abstract Expressionism,Surrealism,Minimalism,Pop Art
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,"Who is the author of the famous novel 'Lust for Life', which is a biography of Vincent van Gogh?",Irving Stone,Francis Bacon,Ernest Hemingway,F. Scott Fitzgerald,Irving Stone
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,What is the name of the famous museum in Paris that is home to the Mona Lisa?,The Louvre,The Orsay Museum,The Rodin Museum,The Pompidou Center,The Louvre
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,Who is the famous artist behind the painting 'The Persistence of Memory'?,Pablo Picasso,Salvador Dali,René Magritte,Max Ernst,Salvador Dali
267029,Arts & Humanities,Fine Arts,Fine Arts - Medium Level Challenge,Medium,900,What is the name of the art movement that emerged in the 19th century and is characterized by its emphasis on light and color?,Impressionism,Expressionism,Cubism,Fauvism,Impressionism
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,What is the largest language family in the world?,Sino-Tibetan,Indo-European,Afro-Asiatic,Niger-Congo,OptionB
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,Which of the following languages is not a Romance language?,French,Italian,German,Spanish,OptionC
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,What is the term for the study of the structure of words and how they are formed?,Morphology,Syntax,Phonology,Semantics,OptionA
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,Which language is spoken by the most people as a native language?,English,Spanish,Mandarin Chinese,Arabic,OptionC
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,What is the term for a word that has the same spelling but different meanings?,Homophone,Homograph,Synonym,Antonym,OptionB
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,Which of the following languages is an agglutinative language?,English,Russian,Japanese,Turkish,OptionD
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,What is the term for the study of language in relation to its social context?,Sociolinguistics,Psycholinguistics,Anthropological linguistics,Historical linguistics,OptionA
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,Which language is known for its complex system of tones?,English,Spanish,Mandarin Chinese,Arabic,OptionC
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,What is the term for a word that has the same pronunciation but different meanings?,Homograph,Homophone,Synonym,Antonym,OptionB
731023,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Easy Level Challenge,Easy,600,Which of the following languages is a polysynthetic language?,English,Inuktitut,Spanish,French,OptionB
508243,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Hard Level Challenge,Hard,1200,What is the term for the study of the sound system of languages?,Phonetics,Syntax,Morphology,Semantics,OptionA
508243,Arts & Humanities,Languages & Linguistics,Languages & Linguistics - Hard Level Challenge,Hard,1200,Which linguistic theory proposes that language is innate to humans?,Behaviorism,Structuralism,Generative Grammar,Functionalism,OptionC
